source_store,source_product_id,source_name,source_brand,source_gtin,source_price_per_unit,source_unit,source_quantity,target_store,target_product_id,target_name,target_brand,target_gtin,target_price_per_unit,target_unit,target_quantity,candidate_bucket,lexical_score,token_score,trigram_score,same_global_gtin,unit_compatible,blocking_attributes,automated_suggestion,automated_reason,human_label,review_reason,reviewer,reviewed_at,match_version
bonarea,13*8410,Provolone,,,12.5,kg,,aldi,699702,Provolone dulce,CUCINA®,,11.93,kg,150 g,lexical_compatible,0.708333,0.666667,0.785714,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:21.540Z,baseline_candidates_v1
mercadona,16561,Espárragos blancos muy gruesos Hacendado enteros,,8402001001710,10.154,kg,,esclat,75dcbd7a-97d9-46b7-ac0f-83f22c11ce54,BONPREU Espárragos blancos muy gruesos,BONPREU,,10.12,kg,0.325 kg,lexical_compatible,0.898611,0.888889,0.916667,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:32.265Z,baseline_candidates_v1
alcampo,2ea460b2-940d-4194-ad34-89d93418ceed,"VICHY CATALAN Agua con gas pack 6 botellas x 1,2 l.",VICHY CATALAN,,1.46,l,1.2 l,esclat,a03991d0-ba05-48a8-a0e5-f54e734189bc,VICHY CATALAN Agua con gas 50 cl,VICHY CATALAN,,2.6,l,50 cl,lexical_compatible,0.842643,0.888889,0.756757,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:34.787Z,baseline_candidates_v1
dia,294317,Pasta de dientes para niños menta suave Dia Planeta Junior 75 ml,Dia Planeta Junior,,15.3,l,75 ml,consum,7460301,Pasta LacerBlanc Menta,LACER,8470001691712,101.3,l,75 ml,lexical_compatible,0.391250,0.400000,0.375000,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:46.778Z,baseline_candidates_v1
condis,326019,CUÑA QUESO EL PASTOR CON PESTO 200 G,EL PASTOR,,20.75,kg,200 g,sorli,14577,Queso Cuña 100g,BERGADER,,19.5,kg,100 g,lexical_compatible,0.576515,0.666667,0.409091,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:57:54.947Z,baseline_candidates_v1
aldi,807901,Chorizo de León extra dulce,LA TABLA®,,16.9,kg,100 g,consum,7182772,Chorizo Extra de León Dulce,PALCARSA,8412877006115,18.9,kg,100 gr,lexical_compatible,0.975862,1.000000,0.931034,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:56:57.332Z,baseline_candidates_v1
bonarea,13*2412,Avellanas tostadas,,,20.5,kg,,consum,7087211,Avellanas Tostadas Bolsa,CONSUM,8414807515247,21.5,kg,200 gr,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:01.127Z,baseline_candidates_v1
carrefour,521031608,Pisto con tomate Findus 450 g.,,8434702003731,9.31,kg,450 g,condis,181673,PISTO FINDUS CON TOMATE 450 G,FINDUS,,8.87,kg,450 g,lexical_compatible,0.958000,1.000000,0.880000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:05.930Z,baseline_candidates_v1
consum,7331999,Agua Mineral Natural Botella,CONSUM,8414807546975,0.18,l,1.5 l,carrefour,prod840307,Agua mineral natural Carrefour 8 l.,,,0.23,l,8 l,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:22.863Z,baseline_candidates_v1
dia,289345,Yemas de espárrago medianas Destapa la Huerta 110 g,Destapa la Huerta,,21.73,kg,110 g,carrefour,VC4AECOMM-167353,Yemas de espárragos extra medianos Destapa la Huerta 110 g.,,,24.45,kg,110 g,lexical_compatible,0.652565,0.545455,0.851485,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:27.973Z,baseline_candidates_v1
ametller,52467,Vino tinto  Quintarion 75cl D.O R.Duero,QUINTARION,8437007746747,8.92,l,75 cl,condis,621972,VINO 822 TINTO R. DUERO 75 CL,SIN MARCA,,13.99,l,75 cl,lexical_compatible,0.724788,0.750000,0.677966,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:31.893Z,baseline_candidates_v1
esclat,5f234f92-76c1-4f73-999c-97e1629eae9e,OREO Helado bites,OREO,,34.58,kg,0.072 kg,carrefour,prod760114,Helado Oreo 324 g.,,4007993035886,19.83,kg,324 g,lexical_compatible,0.738750,0.800000,0.625000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:34.814Z,baseline_candidates_v1
ametller,45187,Gazpacho de cereza Ametller Origen 485ml,AMETLLER ORIGEN,8436554529117,5.75,l,485 ml,bonarea,13*9291,Gazpacho,,,2.75,l,,lexical_compatible,0.495270,0.500000,0.486486,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:37.968Z,baseline_candidates_v1
mercadona,16559,Albóndigas de pollo y cerdo congeladas,,8436021715395,4,kg,,carrefour,664007026,Albondigas de pollo congeladas Simon´s Food 1 Kg,,8423128000561,6.49,kg,1 kg,lexical_compatible,0.688627,0.666667,0.729412,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:39.860Z,baseline_candidates_v1
dia,19361,Moscatel Geraldino 75 cl,Geraldino,,4.8,l,75 cl,consum,156729,Moscatel,R.ROQUETA,8411106064407,11.32,l,0.75 l,lexical_compatible,0.643333,0.666667,0.600000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:57:42.311Z,baseline_candidates_v1
sorli,246456,Gel-champú-acondicionador Toy Story,TOY STORY,,4.95,ud,,esclat,54f5427a-5d7d-4891-b44b-a8f3fc97f9ea,Taza Toy Story 33cl,,,3.99,ud,33 cl,lexical_compatible,0.457075,0.500000,0.377358,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Diferente producto,Ruben,2026-08-09T10:57:56.598Z,baseline_candidates_v1
plusfresc,030611,"Pimienta mixta molinillo CARMENCITA, 40 g",CARMENCITA,,131.25,kg,40 g,alcampo,a80f2262-dd6e-40ce-b6d1-468282052c5d,CARMENCITA Pimienta negra molinillo 50 g.,CARMENCITA,,109.8,kg,50 g,lexical_compatible,0.771284,0.750000,0.810811,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:04.889Z,baseline_candidates_v1
bonarea,13*0097373,Zumo vitamina D Hohes C,,,2.99,l,,condis,532227,ZUMO HOHES C VITAMINA D 1 L,GRANINI,,3.09,l,1 l,lexical_compatible,0.958000,1.000000,0.880000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:09.724Z,baseline_candidates_v1
aldi,601445700,Chorizo extra loncheado,LA TABLA®,,7.46,kg,240 g,consum,7189769,Chorizo  Extra,CONSUM,8414807529558,8.89,kg,280 gr,lexical_compatible,0.765000,0.800000,0.700000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:12.026Z,baseline_candidates_v1
consum,7458123,Palitos de Pan Crujiente SABOR Pipas,VELARTE,8410998005376,7.17,kg,180 gr,carrefour,867800452,Palitos de pan crujiente con pipas Velarte pack 4 unidades de 40 g.,,,16.56,kg,40 g,lexical_compatible,0.680648,0.727273,0.594059,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:15.939Z,baseline_candidates_v1
carrefour,VC4AECOMM-685520,queso tierno El Cigarral 960 g,,,25.73,kg,960 g,alcampo,baa0d22e-1c65-47cc-b7c9-2c3d1bbf1fc3,EL CIGARRAL Queso mezcla tierno EL CIGARRAL 250 g.,EL CIGARRAL,,19.4,kg,250 g,lexical_compatible,0.793763,0.857143,0.676056,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:19.029Z,baseline_candidates_v1
plusfresc,021742,Cereales integrales de trigo con chocolate negro FITNESS,FITNESS,,9.04,kg,,esclat,8cacfe0c-2d54-4b3a-80b5-12a26abf245b,FITNESS Cereales integrales con chocolate negro,FITNESS,,10.53,kg,0.375 kg,lexical_compatible,0.885302,0.909091,0.841121,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:23.790Z,baseline_candidates_v1
sorli,163137,Vino Blanco Terra Alta 75cl,CREVETA,,3.99,l,75 cl,consum,7434983,Vino Blanco D.O. Terra Alta,COLL D'ALZIN,8437016074381,6.6,l,0.75 l,lexical_compatible,0.973077,1.000000,0.923077,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:26.139Z,baseline_candidates_v1
condis,704259,BEGETAL KAIKU AVENA SIN AZÚCAR 1 L,KAIKU,,1.39,l,1 l,carrefour,fprod1430077,Bebida de avena Kaiku BeGetal sin azúcar añadido brik 1 l.,,8432425018520,1.95,l,1 l,lexical_compatible,0.759024,0.800000,0.682927,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:29.944Z,baseline_candidates_v1
ametller,19156,Leche semidesnatada Llet nostra 1l,LLET NOSTRA,8437004314031,1.25,l,1 l,carrefour,538002248,Leche semidesnatada Llet Nostra brik 1 l.,,,1.25,l,1 l,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:33.448Z,baseline_candidates_v1
bonarea,13*8406,Flan de café paq. 4 u. de 100 g,,,3.88,kg,4 u,mercadona,67633,Flan de café Hacendado,,8480000676337,5,kg,,lexical_compatible,0.840000,0.800000,0.914286,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:40.496Z,baseline_candidates_v1
condis,502244,ESPARRAGO ALTA COCINA BLANCO CORTADO 205 G,SIN MARCA,,20.93,kg,205 g,carrefour,799397818,Espárrago blanco Carrefour 205 g.,,3560070932955,8.83,kg,205 g,lexical_compatible,0.583929,0.571429,0.607143,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:42.791Z,baseline_candidates_v1
mercadona,35595,Polvos de talco Deliplus,,8402001008672,9,kg,,dia,185641,Polvos de talco Eudermin 200 g,Eudermin,,10,kg,200 g,lexical_compatible,0.780465,0.800000,0.744186,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:45.416Z,baseline_candidates_v1
consum,7428134,Pistachos Tostados y Salados. Doy Pack,BORGES,8410148501826,28.38,kg,130 gr,alcampo,619e9124-cd53-492e-93e4-af7de0b692d2,PRODUCTO ALCAMPO Pistachos tostados y salados 250 g.,PRODUCTO ALCAMPO,,12.96,kg,250 g,lexical_compatible,0.817399,0.857143,0.743590,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:58:48.939Z,baseline_candidates_v1
carrefour,VC4AECOMM-601487,"Mochila Suavinex elefante: pomada 75 ml, agua de colonia 100 ml, toallitas 25 ud, biberón 1 ud.",,,48.4,ud,75 ml,consum,7453210,Toallitas Infantiles 99'9 % Agua,WATER WIPES,5099514002247,0.07,ud,48 u,lexical_compatible,0.341364,0.363636,0.300000,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Diferente producto,Ruben,2026-08-09T10:59:17.582Z,baseline_candidates_v1
plusfresc,028355,"Cóctel top 5 FRIT RAVICH, 160 g",FRIT RAVICH,,14.06,kg,160 g,esclat,a32067fe-5553-4d40-8e7b-8f981af394e5,FRIT RAVICH Cóctel frutos secos Top 5,FRIT RAVICH,,17.19,kg,0.16 kg,lexical_compatible,0.756923,0.800000,0.676923,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:59:25.499Z,baseline_candidates_v1
plusfresc,026373,"Melocotón en almíbar FRUITS DE PONENT, 470 gramos",FRUITS DE PONENT,,9.76,kg,,consum,7076250,Melocotón en Almíbar Lata,CONSUM,8414807513410,4.06,kg,480 gr,lexical_compatible,0.529167,0.500000,0.583333,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:59:28.798Z,baseline_candidates_v1
alcampo,a4359eb7-49b1-4961-ae13-30477163ecff,Salami extra finas hierbas CAMPOFRÍO - Loncha normal 2 a 3 mm,CAMPOFRÍO,,18.5,kg,112.5 g,sorli,5454,Salami Finas Hierbas,CAMPOFRIO,,23.99,kg,,lexical_compatible,0.558675,0.600000,0.481928,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T10:59:31.280Z,baseline_candidates_v1
carrefour,VC4AECOMM-551423,Crema casera de espárragos con jamón 100% natural Gallina Blanca sin gluten 500 ml.,,8410300362760,4.5,l,500 ml,alcampo,28fe023c-491e-45fe-bed0-993bd0d9c922,"MAJAO Gazpacho fresco 100% natural, sin pan, sin gluten y majao en mortero MAJAO 1 l.",MAJAO,,3.77,l,1 l,lexical_compatible,0.328767,0.352941,0.283871,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Producto diferente,Ruben,2026-08-09T10:59:58.768Z,baseline_candidates_v1
mercadona,22625,Pintalabios Fluido Mate Deliplus 05 rojo,,8480000226259,4.5,ud,,esclat,aa4838da-38fe-4fd6-9eb7-bd9fca855f7c,KADÔ Pintalabios tonalidad rojo,KADÔ,,4.65,ud,,lexical_compatible,0.505303,0.500000,0.515152,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:08.368Z,baseline_candidates_v1
carrefour,VC4AECOMM-575325,Vino blanco verdejo Torre Oria 75 cl.,,,3.99,ud,75 cl,sorli,231093,Vino Blanco Verdejo 75cl,FAUSTINO RIVERO ULECIA,,4.33,ud,75 cl,lexical_compatible,0.751651,0.750000,0.754717,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:10.992Z,baseline_candidates_v1
esclat,c06c19b5-9d86-4a8c-bf5d-b4dc12ac145e,BSSELTE Subcarpeta Esselte amarilla,BSSELTE,,1.49,ud,,consum,7469088,Bayeta Amarilla,BALLERINA,8410429500029,0.5,ud,4 u,lexical_compatible,0.372222,0.333333,0.444444,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:00:23.886Z,baseline_candidates_v1
dia,187905,Pimienta negra Carmencita 50 g,Carmencita,,97.8,kg,50 g,condis,721102,PIMIENTA CARMENCITA NEGRA 190 G,CARMENCITA,,54.68,kg,190 g,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto diferente,Ruben,2026-08-09T11:00:30.838Z,baseline_candidates_v1
sorli,77213,Natafix 30g,DR.OETKER,,53,kg,30 g,consum,7482149,Preparado Natafix 3 Sobres,DR.OETKER,4047008004759,51.7,kg,30 gr,lexical_compatible,0.457432,0.500000,0.378378,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:42.985Z,baseline_candidates_v1
plusfresc,036426,"Almendra tostada repelada ecológica PLUSFRESC, 120 g",PLUSFRESC,,32.91,kg,120 g,carrefour,fprod1270278,Almendra tostada ecológica 120 g,,,32.42,kg,120 g,lexical_compatible,0.880220,0.857143,0.923077,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:47.538Z,baseline_candidates_v1
plusfresc,028325,"Guisantes con jamón BO DE DEBÒ, 250 g",BO DE DEBÒ,,17.92,kg,250 g,condis,170563,GUISANTES BO DE DEBÒ JAMÓN CURADO 250 G,BO DE DEBÒ,,16.36,kg,250 g,lexical_compatible,0.839232,0.857143,0.805970,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:54.123Z,baseline_candidates_v1
plusfresc,023466,"Mermelada de ciruela con fructosa CAPELL, frasco 400g",CAPELL,,6.87,kg,400 g,consum,7055247,Mermelada Ciruela Frasco,CONSUM,8414807503015,4.12,kg,410 gr,lexical_compatible,0.739500,0.750000,0.720000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:00:59.995Z,baseline_candidates_v1
esclat,76082675-cab1-4e63-835c-b7b7161c3a01,PROCELI Pan para burger sin gluten,PROCELI,,14.61,kg,0.18 kg,sorli,39533,Pan Burger Sin Gluten Rústica 160gr,BIMBO,,16.81,kg,160 gr,lexical_compatible,0.717351,0.750000,0.656716,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:04.203Z,baseline_candidates_v1
consum,7252877,Coliflor,VERDIRICAS,8436011280902,2.13,kg,1 kg,esclat,ce20a690-f3cf-40d5-bc7b-7c26805f9006,BONPREU Coliflor,BONPREU,,2.12,kg,0.75 kg,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:07.608Z,baseline_candidates_v1
ametller,727,Panceta curada con pimienta y sin piel Subirats,SUBIRATS,,19.93,kg,,consum,7447506,Panceta Curada Duroc con Pimienta,EDIGAPA,8437016317600,17.9,kg,,lexical_compatible,0.683333,0.666667,0.714286,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:13.908Z,baseline_candidates_v1
alcampo,bc42ed3e-9261-4c36-96f8-d29244244eaa,GULLÓN Zero Barquillo relleno de crema sabor vainilla sin azúcares. 180 g.,GULLÓN,,7.5,kg,180 g,consum,7356038,Barquillo Sabor Vainilla sin Azúcares,GULLON ZERO,8410376059380,11.39,kg,180 gr,lexical_compatible,0.688474,0.666667,0.728972,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:19.634Z,baseline_candidates_v1
mercadona,10850,Leche desnatada Gaza,,8421860110012,1.08,l,,carrefour,538002004,Leche desnatada Gaza brik 1 l.,,,0.99,l,1 l,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:22.520Z,baseline_candidates_v1
aldi,178801,Mortadela estilo siciliana,LA TABLA®,,4.1,kg,700 g,condis,368073,MORTADELA ELPOZO SICILIANA 225 G,ELPOZO,,10,kg,225 g,lexical_compatible,0.708333,0.666667,0.785714,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:26.135Z,baseline_candidates_v1
bonarea,13*2472,Mix de frutos secos tostados naturales,,,21.5,kg,,aldi,601121902,Mix de frutos secos naturales antiox,TRADER JOE'S®,,13.83,kg,180 g,lexical_compatible,0.807179,0.800000,0.820513,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:28.444Z,baseline_candidates_v1
condis,325768,QUESO CUÑA 7 CORONAS MEZCLA SEMI 220 G,7 CORONAS,,20.41,kg,220 g,alcampo,810505fb-6043-4559-820d-e49d7c7357c3,"7 CORONAS Queso mezcla curado, cuña.",7 CORONAS,,18.68,kg,300 g,lexical_compatible,0.770000,0.800000,0.714286,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:30.695Z,baseline_candidates_v1
ametller,999,Focaccia aceitunas Ametller Origen 290g,AMETLLER ORIGEN,8436622680337,10.31,kg,290 g,aldi,601972202,Focaccia con aceitunas,CUCINA®,,6.03,kg,330 g,lexical_compatible,0.767059,0.800000,0.705882,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:32.883Z,baseline_candidates_v1
sorli,96931,Sobrasada Talec R. Agrupats,RAMADERS AGRUPATS,,18.99,kg,,consum,7110307,Sobrasada,ELPOZO,8410843005810,7.96,kg,250 gr,lexical_compatible,0.504487,0.500000,0.512821,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:36.575Z,baseline_candidates_v1
bonarea,13*0086065,Yogur activia desnatado Danone con melocotón 4 u. de 120 g,,,6.04,kg,4 u,condis,780667,ACTIVIA DESNATADO 0% DANONE CON MELOCOTÓN 4 UNIDADES,ACTIVIA,,6.23,kg,,lexical_compatible,0.780784,0.800000,0.745098,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:41.169Z,baseline_candidates_v1
dia,274010,Huevos medianos M de gallinas criadas en suelo Dia 12 unidades,Dia,,0.25,ud,,condis,170588,HUEVOS CONDIS DE GALLINAS CRIADAS EN SUELO M/L 6 UNIDADES,CONDIS,,0.4083,ud,,lexical_compatible,0.812255,0.833333,0.773109,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:52.477Z,baseline_candidates_v1
alcampo,21cf1378-6b76-4e42-9cec-068731f8d89f,PRODUCTO ALCAMPO Tortilla Durum 6 uds 378 g.,PRODUCTO ALCAMPO,,4.44,kg,6 uds,carrefour,VC4AECOMM-560477,Tortilla durum Sensation Carrefour 8 ud.,,3560071498900,4.19,kg,8 ud,lexical_compatible,0.712157,0.800000,0.549020,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:56.711Z,baseline_candidates_v1
dia,107385,Bizcocho ositos lulú rellenos de chocolate Fontaneda 150 g,Fontaneda,,16.33,kg,150 g,alcampo,d91faad2-a81a-417a-8a69-14f921c83095,FONTANEDA LULU Bizcochitos rellenos de chocolate con forma de ositos 300 g.,FONTANEDA,7622300656270,12.27,kg,300 g,lexical_compatible,0.765323,0.769231,0.758065,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:01:59.677Z,baseline_candidates_v1
consum,7323061,Refresco Limón Botella,FANTA,5449000041791,1.24,l,1.25 l,sorli,128228,"Refresco Limón 1,25l",FANTA,,1.24,l,1.25 l,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:05.629Z,baseline_candidates_v1
condis,606335,CERVEZA SAN MIGUEL MAGNA LATA 33 CL,SAN MIGUEL,,2.58,l,33 cl,plusfresc,027038,"Cerveza magna SAN MIGUEL, 33 cl",SAN MIGUEL,,2.02,l,33 cl,lexical_compatible,0.973077,1.000000,0.923077,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:07.887Z,baseline_candidates_v1
sorli,98898,Bockwurst Schara 4u. 400 Grs,SCHARA,,14.98,kg,4 u,plusfresc,030737,"Salsicha bockwurst s/gluten s/lactosa SCHARA 4u, 400 gramos",SCHARA,,14.97,kg,4 u,lexical_compatible,0.548521,0.545455,0.554217,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:10.076Z,baseline_candidates_v1
ametller,58443,Patata de Olot de carne Ametller Origen 130 g,AMETLLER ORIGEN,8436607850922,30.69,kg,130 g,plusfresc,034419,"Carne de olla ORIGEN, 375 g",ORIGEN,,17.57,kg,375 g,lexical_compatible,0.617725,0.571429,0.703704,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:31.109Z,baseline_candidates_v1
aldi,59001,Postre de soja sabor chocolate,MYVAY®,,3.88,kg,400 g,consum,7198328,Postre de Soja Sabor Chocolate,CONSUM,8414807530561,3.88,kg,400 gr,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:33.782Z,baseline_candidates_v1
aldi,51202,Pizza masa fina 4 quesos,FLETE®,,7.32,kg,340 g,alcampo,a3e70ac9-e6d0-46b6-99e1-19c9f78bd13f,"AUCHAN Pizza de masa fina a los 4 quesos (Edam, Mozzrella, Emmental y Azul) 340 g. Producto Alcampo",PRODUCTO ALCAMPO,3596710433483,6.15,kg,340 g,lexical_compatible,0.880000,1.000000,0.657143,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:37.158Z,baseline_candidates_v1
alcampo,0414f69e-e4b2-4afa-a611-5a6ece1d2b59,HELIOS Mermelada de melocotón 640 g.,HELIOS,,4.83,kg,640 g,esclat,1aa1a637-756b-47e4-b7cb-3e4b1bc2aff0,HELIOS Mermelada de melocotón,HELIOS,,7.4,kg,0.25 kg,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:39.004Z,baseline_candidates_v1
bonarea,13*0091844,Leche Folic-b Flora entera,,,2.02,l,,plusfresc,007421,"Leche entera FLORA, 1 l",FLORA,,1.69,l,1 l,lexical_compatible,0.819643,0.857143,0.750000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:41.060Z,baseline_candidates_v1
mercadona,64251,Helado cucurucho sabor choco nata Hacendado,,8480000642516,3.056,l,,bonarea,99*0321,Helado cucurucho nata y chocolate paq. 6 u.,,,5.35,l,6 u,lexical_compatible,0.635946,0.600000,0.702703,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:43.422Z,baseline_candidates_v1
esclat,2aae6d8a-e694-42ef-a7e5-9139d527ea85,BONPREU Comino en grano,BONPREU,,0.79,ud,,alcampo,d33dbc83-7b16-46b4-a08d-b6e343b70a37,PRODUCTO ALCAMPO Comino en grano 38 g.,PRODUCTO ALCAMPO,,1.25,ud,38 g,lexical_compatible,0.910465,1.000000,0.744186,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:46.574Z,baseline_candidates_v1
condis,183828,CORNETTO FRIGO MINI CLASIC 6+ 2 UNIDADES,SIN MARCA,,17.33,kg,,consum,7237589,Cornetto Mini Classico Pack de 6 +2 Unidades,CORNETTO,8711327656512,13.85,kg,288 gr,lexical_compatible,0.693798,0.666667,0.744186,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:02:49.786Z,baseline_candidates_v1
esclat,296534fe-eed3-454e-9444-ae041509ecc7,BETER Brocha de maquillaje en polvo con pelo sintético,BETER,,9.75,ud,,carrefour,VC4AECOMM-647021,Brocha de maquillaje para polvos minerales pelo sintético Beter 1 ud.,,8412122222413,5.99,ud,1 ud,lexical_compatible,0.754545,0.769231,0.727273,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:07:13.698Z,baseline_candidates_v1
mercadona,86559,Palitos de pan 100% trigo espelta integral Anitin,,8423102210351,8.8,kg,,esclat,83f48485-a937-4b46-97e6-e2273584e38c,BONPREU Barritas de pan 100 % integral de trigo de espelta,BONPREU,,8.6,kg,0.15 kg,lexical_compatible,0.724000,0.769231,0.640000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:07:29.113Z,baseline_candidates_v1
